application_id,age,annual_income,credit_score,loan_amount,years_employed,debt_to_income_ratio,existing_loans,employment_type,marital_status,education_level,residence_type,city_tier,card_type_requested,application_date,approval_status
108816,47,69069,677,21519,34,0.37,4,Business,Single,Masters,Rented,Tier2,Platinum,21/11/2025,Approved
108817,56,165596,524,48376,4,0.61,4,Salaried,Single,High School,Family,Tier1,Platinum,25/10/2024,Approved
108818,43,146907,481,49547,5,0.57,1,Salaried,Single,High School,Owned,Tier3,Silver,22/09/2025,Approved
108819,52,113074,596,4141,24,0.37,7,Self-Employed,Divorced,High School,Owned,Tier2,Gold,12/08/2025,Approved
108820,30,133345,606,12068,10,0.56,2,Salaried,Divorced,High School,Family,Tier2,Silver,28/01/2025,Approved
108821,31,164175,730,32342,21,0.55,1,Self-Employed,Divorced,Bachelors,Family,Tier3,Platinum,24/12/2025,Approved
108822,58,79203,417,15256,33,0.43,7,Salaried,Divorced,Masters,Rented,Tier2,Platinum,15/04/2025,Approved
108823,26,171162,651,33964,13,0.19,3,Business,Divorced,Bachelors,Rented,Tier1,Platinum,08/01/2025,Rejected
108824,61,,345,6830,8,0.28,0,Salaried,Married,High School,Rented,Tier2,Silver,12/10/2025,Approved
108825,54,66477,526,16868,19,0.16,5,Self-Employed,Divorced,Masters,Rented,Tier3,Platinum,26/05/2025,Approved
108826,56,141740,655,7679,15,0.05,5,Self-Employed,Single,Masters,Owned,Tier2,Gold,26/11/2025,Approved
108827,57,147217,593,41754,16,0.1,2,Business,Divorced,Bachelors,Owned,Tier1,Silver,20/12/2025,Approved
108828,37,171101,539,34705,16,0.54,0,Business,Married,High School,Rented,Tier3,Gold,28/12/2024,Rejected
108829,60,114067,647,12722,33,0.07,3,Business,Single,Bachelors,Family,Tier2,Platinum,25/04/2024,Approved
108830,60,78520,440,21509,10,0.31,4,Self-Employed,Married,Masters,Rented,Tier2,Silver,06/12/2024,Approved
108831,32,,503,,34,0.69,3,,Single,High School,Family,Tier3,Platinum,27/11/2024,Rejected
108832,41,76464,568,44886,33,0.57,5,Salaried,Single,High School,Rented,Tier3,Silver,28/05/2025,Approved
108833,60,178033,612,47200,7,0.54,0,Self-Employed,Divorced,Bachelors,Rented,Tier1,Platinum,26/01/2025,Rejected
108834,39,182907,717,24562,18,0.23,2,Self-Employed,Married,Bachelors,Owned,Tier2,Silver,03/01/2025,Approved
108835,23,183797,436,15919,32,0.47,7,Self-Employed,Married,Bachelors,Rented,Tier3,Silver,23/12/2024,Rejected
108836,38,50357,650,42306,22,0.37,1,Self-Employed,Single,High School,Owned,Tier1,Silver,22/03/2024,Approved
108837,39,157316,460,49380,1,0.46,0,Salaried,Divorced,Masters,Rented,Tier3,Platinum,29/08/2025,Approved
108838,26,92952,472,12036,7,0.33,2,Business,Single,High School,Rented,Tier2,,05/10/2025,Approved
108839,36,73061,429,42078,28,0.4,0,Salaried,Married,High School,Family,Tier2,Platinum,31/05/2024,Approved
108840,,31490,378,25438,6,0.69,7,Self-Employed,Single,High School,Rented,Tier1,Silver,28/01/2025,Rejected
108841,38,102219,356,21999,28,0.26,6,Business,Divorced,High School,Family,Tier1,Platinum,14/06/2024,Approved
108842,63,151305,699,44740,30,0.19,7,Salaried,Married,Bachelors,Family,Tier3,Gold,04/03/2025,Approved
108843,59,30839,662,44087,29,0.34,5,Self-Employed,Single,Bachelors,Rented,Tier2,Silver,24/09/2024,Approved
108844,32,49992,634,42543,34,0.39,6,Self-Employed,Divorced,Masters,Rented,Tier2,,10/05/2024,Rejected
108845,30,138154,433,2708,24,0.11,4,Self-Employed,Married,High School,Owned,Tier2,Gold,10/04/2025,Approved
108846,27,81249,313,7377,3,0.57,5,Salaried,Divorced,High School,Rented,Tier1,Gold,28/04/2024,Approved
108847,21,128313,582,23788,16,0.32,4,Salaried,Single,Masters,Rented,Tier1,Silver,21/03/2025,Approved
108848,56,75734,720,15269,9,0.32,1,Salaried,Married,High School,Rented,Tier2,Silver,15/12/2024,Approved
108849,41,,426,30717,0,0.48,4,Self-Employed,Divorced,High School,Family,Tier2,Platinum,17/11/2025,Approved
108850,57,49260,517,,17,0.55,7,Salaried,Married,Masters,Owned,Tier3,Gold,10/12/2024,Rejected
108851,44,86852,788,22221,18,0.69,3,Business,Single,Masters,Family,Tier1,Silver,08/05/2024,Rejected
108852,45,53380,559,42631,31,0.16,5,Business,Single,Masters,Rented,Tier3,Platinum,10/12/2025,Rejected
108853,27,,517,32757,30,0.27,5,Self-Employed,Divorced,Masters,Owned,Tier1,Platinum,23/06/2024,Rejected
108854,62,197263,788,,32,0.16,6,Business,Married,High School,Rented,Tier3,Platinum,01/12/2025,Approved
108855,37,29930,742,19069,21,0.62,5,Self-Employed,Single,Masters,Rented,Tier3,Silver,10/04/2024,Approved
108856,49,160425,398,44037,0,0.41,1,Salaried,Divorced,Masters,Family,Tier3,Gold,29/06/2025,Approved
108857,50,163904,481,,34,0.6,6,Self-Employed,Divorced,Bachelors,Family,Tier2,Silver,18/07/2025,Approved
108858,27,79017,468,25324,16,0.69,5,Self-Employed,Divorced,Bachelors,Family,Tier3,Silver,26/09/2024,Approved
108859,53,181597,,29734,33,0.41,0,Salaried,Married,Masters,,Tier1,Platinum,06/01/2024,Approved
108860,27,105630,392,20590,28,0.13,7,Self-Employed,Single,Masters,Family,Tier3,Gold,19/10/2024,Approved
108861,44,56280,771,29828,5,0.28,6,Self-Employed,Single,Bachelors,Rented,Tier2,Silver,13/05/2024,Approved
108862,31,149130,815,24096,0,0.07,6,Business,Married,Masters,,Tier2,Gold,10/08/2024,Approved
108863,29,167312,384,30448,26,0.6,5,Self-Employed,Single,Bachelors,Owned,Tier2,,22/07/2024,Approved
108864,32,31544,818,44261,11,0.06,3,Business,Divorced,Bachelors,Rented,Tier2,Gold,02/10/2025,Rejected
108865,55,173404,680,49110,3,0.43,2,Self-Employed,Divorced,Bachelors,Family,Tier3,Platinum,04/02/2024,Approved
108866,24,182908,706,12450,15,0.12,0,Salaried,Married,High School,Owned,Tier3,Platinum,21/08/2025,Approved
108867,56,39388,,31575,10,0.05,5,Salaried,Divorced,Bachelors,Family,Tier1,Gold,24/07/2025,Approved
108868,48,26694,550,32592,19,0.22,7,Business,Single,Masters,Family,Tier1,Platinum,29/07/2024,Approved
108869,33,152727,384,40110,25,0.41,5,Self-Employed,Single,Masters,Family,Tier3,Silver,18/09/2024,Approved
108870,43,113202,618,48984,27,0.1,5,Self-Employed,Married,Bachelors,Rented,Tier1,Silver,14/09/2024,Approved
108871,39,138057,492,39202,7,0.45,4,Self-Employed,Divorced,High School,Rented,Tier1,Gold,23/01/2024,Approved
108872,62,74294,599,21333,1,0.49,0,Business,Single,Masters,Rented,Tier1,Gold,09/01/2025,Rejected
108873,57,63769,657,18663,25,0.68,4,Business,Single,Bachelors,Rented,Tier1,Platinum,01/07/2024,Rejected
108874,59,195492,752,10535,26,0.63,6,Business,Single,Masters,Family,Tier2,Gold,21/06/2024,Approved
108875,44,138289,805,39887,32,0.42,3,Business,Divorced,Bachelors,Owned,Tier1,Platinum,04/10/2024,Approved
108876,36,127885,364,19679,6,0.57,6,Business,Single,Masters,Rented,Tier3,Silver,12/06/2024,Approved
108877,53,62855,521,33474,20,0.29,5,Business,Divorced,High School,Owned,Tier3,Silver,28/05/2025,Approved
108878,32,157532,765,3560,33,0.43,3,Salaried,Single,High School,Family,Tier1,Gold,02/09/2025,Rejected
108879,54,72646,371,24365,22,0.31,3,Salaried,Divorced,High School,Family,Tier2,,06/06/2025,Approved
108880,27,197324,773,11745,33,0.27,5,Self-Employed,Single,High School,Owned,Tier2,Platinum,29/05/2024,Approved
108881,31,165907,318,1030,6,0.52,1,Self-Employed,Divorced,Masters,Family,Tier2,Gold,07/01/2025,Approved
108882,51,138947,821,9132,25,0.24,6,Business,Married,Masters,Rented,Tier1,Silver,09/01/2024,Approved
108883,49,35910,714,26874,16,0.3,4,Salaried,Married,High School,Family,Tier3,Silver,02/01/2024,Rejected
108884,33,107757,663,46764,30,0.29,0,Business,Married,Masters,Rented,Tier1,Silver,04/08/2025,Approved
108885,51,33463,827,18269,24,0.62,5,Salaried,Single,Bachelors,Family,Tier3,Silver,04/03/2025,Rejected
108886,22,169408,379,27555,14,0.16,0,Salaried,Divorced,High School,Rented,Tier3,Gold,09/08/2025,Approved
108887,59,51534,489,22227,1,0.3,7,Salaried,Single,Masters,Owned,Tier2,Platinum,30/11/2025,Approved
108888,35,158441,447,37806,10,0.63,6,Salaried,Divorced,Bachelors,Family,Tier1,Gold,11/01/2024,Rejected
108889,31,181453,742,27702,31,0.06,0,Business,Divorced,Bachelors,Family,Tier3,Gold,12/11/2025,Approved
108890,54,137296,564,19674,29,0.67,1,Business,Single,Masters,Rented,Tier3,Silver,04/11/2024,Approved
108891,59,110094,808,4894,16,0.63,1,Business,Divorced,High School,Rented,Tier3,Gold,01/08/2024,Approved
108892,24,112905,600,5596,23,0.32,4,Salaried,Married,Bachelors,Owned,Tier3,Platinum,13/06/2024,Approved
108893,31,50407,765,17588,3,0.47,1,Self-Employed,Single,High School,Rented,Tier3,Gold,06/10/2025,Approved
108894,49,87552,664,43443,31,0.69,5,Business,Married,Masters,Owned,Tier2,Gold,25/01/2024,Rejected
108895,22,192011,698,28346,18,0.41,3,Business,Married,Masters,Family,Tier2,,29/03/2025,Approved
108896,36,117303,792,30004,2,0.11,6,Self-Employed,Married,Masters,Rented,Tier3,Platinum,14/11/2025,Approved
108897,59,182242,841,28226,3,0.6,6,Business,Single,High School,Rented,Tier1,Silver,18/11/2024,Approved
108898,33,96908,779,13453,24,0.14,0,Business,Married,High School,Family,Tier3,Platinum,28/04/2024,Approved
108899,,,467,25581,8,0.22,7,Salaried,Single,Bachelors,Owned,Tier1,Platinum,25/02/2024,Approved
108900,37,47369,390,41588,20,0.62,3,Self-Employed,Single,Bachelors,Owned,Tier3,Silver,08/10/2024,Approved
108901,41,30900,599,25524,22,0.22,7,Self-Employed,Married,High School,Rented,Tier2,Silver,18/10/2025,Approved
108902,64,65733,473,32843,28,0.53,7,Self-Employed,Divorced,Masters,Family,Tier2,Silver,13/07/2024,Approved
108903,39,112236,672,44052,29,0.34,1,Business,Divorced,High School,Rented,Tier1,Platinum,29/07/2025,Rejected
108904,27,156661,323,13744,24,0.54,0,Self-Employed,Single,,Owned,Tier3,Gold,16/02/2025,Approved
108905,58,85044,500,41784,28,0.2,6,Salaried,Married,Masters,Owned,Tier3,Gold,20/07/2025,Approved
108906,28,110553,306,17610,33,0.32,2,Self-Employed,Single,Bachelors,Owned,Tier2,Gold,04/12/2024,Approved
108907,33,113435,305,39910,13,0.26,3,Self-Employed,Divorced,Masters,Family,Tier1,,10/11/2025,Rejected
108908,57,74008,460,8482,21,0.21,2,Salaried,Single,High School,Family,Tier3,Silver,13/06/2024,Rejected
108909,22,,547,41081,15,0.25,4,Business,Single,Bachelors,Family,Tier1,Gold,21/11/2024,Approved
108910,61,104134,465,33024,10,0.26,6,Salaried,Divorced,Masters,Family,Tier2,,01/01/2024,Approved
108911,31,158938,727,24674,13,0.67,5,Salaried,Married,Bachelors,Rented,Tier3,Gold,02/04/2025,Approved
108912,44,77890,444,15030,6,0.4,3,Self-Employed,Divorced,High School,Owned,Tier3,Silver,12/09/2025,Approved
108913,,140259,810,26472,4,0.35,6,Self-Employed,Married,Bachelors,Owned,Tier1,Platinum,09/09/2025,Approved
108914,46,197576,842,10512,28,0.38,0,Self-Employed,Married,Bachelors,Rented,Tier2,Silver,26/02/2025,Rejected
108915,27,54404,808,20045,16,0.7,6,Self-Employed,Divorced,Masters,Rented,Tier2,Platinum,03/10/2024,Rejected
108916,59,90223,519,28135,29,0.47,0,Salaried,Single,Masters,Rented,Tier1,Silver,09/09/2025,Rejected
108917,39,25637,375,35432,,0.51,5,Business,Single,High School,Rented,Tier2,Silver,15/02/2025,Rejected
108918,26,128186,618,21134,13,0.25,2,Business,Divorced,Masters,Rented,Tier2,Silver,29/06/2024,Rejected
108919,63,40828,,30897,21,0.36,7,Self-Employed,Married,Masters,Family,Tier1,Gold,21/10/2025,Rejected
108920,49,126976,813,15750,4,0.17,0,Self-Employed,Divorced,Bachelors,Rented,Tier1,Platinum,03/12/2025,Approved
108921,63,70097,545,37422,27,0.5,5,Self-Employed,Single,High School,Family,Tier3,Platinum,13/07/2025,Approved
108922,59,138271,439,14733,11,0.27,3,Business,Single,High School,Rented,Tier2,Gold,31/08/2025,Approved
108923,22,57022,557,18480,12,0.54,1,Salaried,Married,Masters,Rented,Tier2,Silver,27/10/2024,Approved
108924,39,57202,680,4098,20,0.19,6,Salaried,Divorced,Bachelors,Family,Tier3,Platinum,11/06/2024,Rejected
108925,24,53704,777,20624,31,0.31,1,Business,Single,High School,Rented,Tier1,Platinum,04/01/2024,Approved
108926,26,116411,484,44782,20,0.36,5,Salaried,Divorced,High School,Rented,Tier2,Gold,13/12/2024,Rejected
108927,57,154688,602,41546,8,0.16,0,Business,Divorced,Bachelors,Rented,Tier1,Silver,25/08/2024,Approved
108928,48,48641,793,44887,1,0.1,4,Salaried,Divorced,Masters,Rented,Tier2,Gold,20/09/2025,Approved
108929,50,62479,463,25463,2,0.26,3,Salaried,Married,Masters,Rented,Tier1,Gold,23/02/2025,Rejected
108930,27,47027,502,46953,9,0.4,7,Self-Employed,Single,Masters,Family,Tier3,Silver,16/06/2025,Approved
108931,29,67912,707,15250,34,0.47,4,Business,Married,Bachelors,Rented,Tier2,Gold,18/09/2025,Approved
108932,45,133227,509,37382,8,0.33,2,Business,Single,Bachelors,Family,Tier3,Gold,12/01/2024,Approved
108933,53,153773,400,48022,31,0.38,5,Self-Employed,Single,High School,Rented,Tier1,Gold,16/07/2024,Approved
108934,21,134658,745,37384,20,0.4,6,Self-Employed,Divorced,Bachelors,Family,Tier2,Platinum,06/08/2024,Approved
108935,26,67692,667,36472,33,0.38,6,Business,Divorced,Masters,Family,Tier3,Platinum,06/11/2025,Approved
108936,38,123884,538,24138,24,0.11,7,Business,Single,High School,Family,Tier1,Platinum,13/10/2025,Approved
108937,30,57209,590,4893,31,0.31,0,Self-Employed,Divorced,Bachelors,Family,Tier3,Silver,30/07/2025,Approved
108938,48,81738,671,12573,21,0.18,5,,Divorced,Bachelors,Owned,Tier1,Silver,29/03/2025,Approved
108939,31,62242,730,12263,24,0.4,6,Self-Employed,Divorced,,Owned,Tier3,Silver,28/03/2024,Rejected
108940,53,166013,579,36762,0,0.54,2,Business,,Masters,Rented,Tier1,Silver,21/03/2024,Approved
108941,21,163145,766,38301,20,0.43,6,Self-Employed,Married,Masters,Rented,Tier1,Silver,11/06/2024,Approved
108942,33,132966,615,35268,15,0.19,6,Business,Single,Bachelors,Owned,Tier2,Silver,01/05/2025,Rejected
108943,57,193899,376,2725,31,0.19,4,Business,Divorced,High School,Owned,Tier3,Silver,16/01/2024,Approved
108944,40,193168,450,43525,20,0.07,6,Salaried,Divorced,Bachelors,Family,Tier2,Gold,10/04/2025,Approved
108945,21,91457,695,48160,27,0.33,3,Business,Divorced,High School,Family,Tier3,Platinum,13/10/2024,Approved
108946,23,154257,795,41109,18,0.33,4,Self-Employed,Married,Bachelors,Family,Tier2,Platinum,27/11/2025,Rejected
108947,38,93309,596,17709,13,0.2,1,Salaried,Single,Masters,Family,Tier3,Platinum,05/03/2025,Approved
108948,61,111496,706,38185,22,0.55,6,Self-Employed,Divorced,High School,Rented,Tier1,Silver,14/09/2025,Rejected
108949,34,186340,586,44190,23,0.3,4,Self-Employed,Married,Masters,Family,Tier2,Platinum,23/10/2025,Approved
108950,51,135078,,3666,19,0.49,4,Self-Employed,Married,Masters,Rented,Tier3,Platinum,06/01/2025,Rejected
108951,47,198150,835,43169,31,0.47,6,Self-Employed,Divorced,High School,Owned,Tier3,Silver,04/07/2024,Approved
108952,37,26865,755,49771,9,0.44,4,Business,,High School,Owned,Tier2,Platinum,28/12/2025,Approved
108953,49,121242,791,8152,0,0.64,6,Self-Employed,Married,Bachelors,Family,Tier1,Gold,05/12/2024,Approved
108954,56,53887,308,30000,30,0.06,7,Salaried,Married,High School,Family,Tier3,Gold,23/04/2024,Approved
108955,57,121047,431,29477,14,0.09,7,Salaried,Single,Bachelors,Rented,Tier3,Gold,24/02/2024,Approved
108956,46,189551,376,45396,30,0.52,4,Self-Employed,Married,High School,Rented,Tier1,Silver,12/06/2025,Approved
108957,37,153863,430,5778,27,0.28,3,Business,Married,Masters,Family,Tier1,Silver,15/02/2024,Rejected
108958,42,65478,711,17169,9,0.69,0,Salaried,Single,High School,Owned,Tier2,Gold,10/06/2024,Rejected
108959,45,182473,389,18668,5,0.19,3,Business,Married,High School,Family,Tier1,Platinum,20/10/2024,Approved
108960,22,,797,18762,14,0.17,5,Salaried,Married,Bachelors,Owned,Tier2,Silver,18/09/2025,Rejected
108961,42,136750,653,40107,26,0.43,2,Self-Employed,Single,Bachelors,Owned,Tier1,Gold,11/06/2025,Rejected
108962,25,38394,570,20945,9,0.23,1,Salaried,Single,Masters,Family,Tier3,Platinum,25/08/2025,Approved
108963,24,165334,691,22836,20,0.27,0,Self-Employed,Divorced,High School,Family,Tier1,Gold,21/03/2025,Rejected
108964,56,29487,731,11079,18,0.65,6,Business,Married,Bachelors,Owned,Tier1,Gold,12/09/2024,Approved
108965,26,183413,771,19362,3,0.07,5,Salaried,Divorced,High School,Rented,Tier1,Platinum,30/05/2025,Approved
108966,41,133924,607,13919,21,0.4,6,Salaried,Single,Masters,Rented,Tier1,Silver,28/11/2025,Approved
108967,33,169642,807,21800,14,0.27,7,Self-Employed,Married,Bachelors,Rented,Tier1,Platinum,10/04/2025,Approved
108968,57,82268,354,14758,5,0.27,6,Business,Single,Masters,Owned,Tier2,Platinum,17/05/2024,Approved
108969,45,54605,336,29874,10,0.21,5,Self-Employed,Married,Bachelors,Owned,Tier2,Platinum,06/03/2024,Rejected
108970,46,96602,354,45121,29,0.14,1,Self-Employed,Divorced,High School,Rented,Tier2,Platinum,24/07/2025,Rejected
108971,59,182795,823,30298,23,0.07,1,Business,Married,,Family,Tier3,Silver,10/08/2024,Rejected
108972,40,103206,762,15156,21,0.69,0,Self-Employed,Single,Masters,Family,Tier2,Gold,06/11/2025,Approved
108973,53,118375,777,44039,29,0.48,5,Self-Employed,Married,Bachelors,Family,Tier3,Silver,25/12/2024,Approved
108974,34,118937,510,17239,3,0.56,5,Business,Divorced,High School,Owned,Tier3,Silver,24/08/2025,Approved
108975,56,81921,525,8089,5,0.09,0,Salaried,Divorced,High School,Owned,Tier3,Gold,16/04/2024,Approved
108976,37,,306,14014,25,0.06,7,Business,Divorced,Masters,Family,Tier2,Platinum,04/10/2025,Approved
108977,41,166321,839,24318,18,0.44,5,Business,Single,Masters,Owned,Tier1,Silver,20/10/2024,Rejected
108978,36,92847,511,27866,1,0.52,2,Business,Married,Bachelors,Family,Tier2,Silver,03/04/2024,Approved
108979,36,122547,488,6917,3,0.31,7,Self-Employed,Married,High School,Rented,Tier2,Gold,01/07/2025,Rejected
108980,40,68839,374,42029,4,0.3,3,Business,Single,High School,Rented,Tier2,Platinum,30/11/2025,Approved
108981,49,64673,413,16350,34,0.3,6,Self-Employed,Divorced,Bachelors,Family,Tier2,Gold,28/07/2024,Approved
108982,48,28642,450,10286,28,0.15,6,Business,Single,Bachelors,Owned,Tier2,Platinum,28/11/2024,Approved
108983,28,162410,735,6742,15,0.54,0,Business,Married,Masters,Rented,Tier2,Silver,01/08/2025,Approved
108984,44,76761,383,38021,11,0.19,5,Self-Employed,Married,Masters,Family,Tier1,Platinum,05/10/2025,Approved
108985,23,34622,511,2839,20,0.26,2,Self-Employed,Married,Bachelors,Rented,Tier2,Platinum,24/09/2024,Rejected
108986,45,73423,760,19335,8,0.49,4,Salaried,Married,Bachelors,Owned,Tier1,Silver,01/01/2025,Approved
108987,39,67873,476,15661,10,0.05,0,Salaried,Married,Bachelors,Rented,Tier3,Silver,29/01/2025,Approved
108988,53,72565,611,43018,7,0.55,3,Self-Employed,Divorced,High School,Rented,Tier3,Silver,29/01/2025,Approved
108989,22,163878,458,12743,25,0.63,4,Salaried,Single,,Family,Tier1,Silver,19/06/2024,Approved
108990,35,25757,485,19891,31,0.08,4,Self-Employed,Divorced,Masters,Rented,Tier1,Silver,23/01/2024,Approved
108991,42,177542,770,29483,3,0.43,4,Salaried,Married,High School,Rented,Tier3,Silver,12/11/2024,Approved
108992,30,31220,608,32135,33,0.32,7,Salaried,Divorced,Masters,Owned,Tier2,Silver,15/08/2025,Rejected
108993,38,133408,545,30557,27,0.1,6,Self-Employed,Single,Bachelors,Owned,Tier2,Platinum,30/07/2025,Approved
108994,42,116851,683,12682,24,0.49,4,Business,Married,High School,Rented,Tier1,Silver,01/02/2025,Rejected
108995,47,118329,341,13798,34,0.45,1,Self-Employed,Divorced,Bachelors,Rented,Tier3,Gold,11/07/2024,Approved
108996,33,152636,584,30039,18,0.47,3,Salaried,Single,Masters,Family,Tier2,Gold,19/09/2025,Approved
108997,53,178577,599,44919,34,0.58,2,Salaried,Divorced,High School,Rented,Tier1,Silver,08/11/2025,Approved
108998,25,,735,15198,28,0.24,0,Self-Employed,Divorced,Masters,Family,Tier3,Silver,01/11/2024,Approved
108999,46,99492,668,42842,13,0.49,7,Salaried,Single,Bachelors,Owned,Tier3,Platinum,01/04/2025,Approved
109000,33,44109,785,33104,20,0.53,2,Self-Employed,Married,Bachelors,Owned,Tier1,Gold,29/06/2025,Rejected
109001,47,159569,735,8603,13,0.16,6,Salaried,Divorced,Masters,Rented,Tier1,Platinum,21/06/2025,Rejected
109002,34,82326,727,20009,14,0.67,1,Salaried,Married,High School,Family,Tier3,Silver,23/11/2025,Rejected
109003,44,34864,480,39661,29,0.27,4,Business,Single,High School,Family,Tier2,Gold,01/08/2024,Rejected
109004,23,112562,639,30965,11,0.51,5,Self-Employed,Married,High School,Rented,Tier3,Platinum,21/03/2025,Rejected
109005,50,99310,790,24784,4,0.54,7,Business,Divorced,Bachelors,Family,Tier2,Platinum,25/09/2024,Approved
109006,55,144454,794,30340,26,0.38,0,Business,Divorced,Masters,Rented,Tier3,Platinum,14/08/2025,Rejected
109007,34,46017,462,3153,14,0.13,3,Salaried,Single,High School,Owned,Tier2,Gold,09/07/2025,Approved
109008,32,157893,755,5761,25,0.23,7,Self-Employed,Divorced,High School,Rented,Tier3,Platinum,16/05/2025,Approved
109009,48,75337,391,24569,8,0.2,0,Salaried,Divorced,High School,Owned,Tier1,Platinum,10/10/2024,Approved
109010,64,108557,404,4566,34,0.39,6,Self-Employed,Single,High School,Owned,Tier3,Gold,20/08/2024,Approved
109011,49,35372,738,43468,12,0.22,7,Business,Married,High School,Owned,Tier1,Silver,21/05/2025,Rejected
109012,63,125050,797,28254,32,0.41,7,Salaried,Married,Masters,Family,Tier2,Platinum,22/06/2024,Rejected
109013,37,118938,627,35612,33,0.24,0,Salaried,Married,Bachelors,Family,Tier2,Silver,10/04/2025,Approved
109014,60,96333,840,41037,3,0.05,2,Business,Married,Masters,Rented,Tier3,Gold,15/08/2025,Approved
109015,41,41283,808,28160,12,0.29,5,Business,Divorced,Bachelors,Family,Tier1,Gold,04/12/2024,Rejected
109016,43,65857,550,13206,9,0.44,4,Self-Employed,Married,Bachelors,Family,Tier1,Platinum,09/09/2025,Approved
109017,40,76772,490,45211,0,0.55,3,Salaried,Single,Masters,Family,Tier2,Platinum,09/11/2024,Approved
109018,31,120856,346,2533,10,0.07,0,Business,Single,Bachelors,Owned,Tier3,Gold,03/05/2024,Approved
109019,54,187333,550,6596,8,0.22,1,Self-Employed,Married,Bachelors,Owned,Tier1,Platinum,23/02/2025,Approved
109020,30,31107,363,22153,22,0.69,1,Self-Employed,Divorced,Bachelors,Owned,Tier1,Platinum,21/10/2024,Rejected
109021,30,60561,619,43383,12,0.22,7,Business,Single,Bachelors,Owned,Tier3,Silver,26/05/2024,Approved
109022,63,191340,823,32069,4,0.56,6,Salaried,Single,High School,Owned,Tier1,,17/04/2024,Approved
109023,26,187680,591,7358,24,0.38,5,Business,Divorced,Masters,Family,Tier2,Gold,30/07/2025,Approved
109024,,38138,328,33035,9,0.13,4,Business,Single,Masters,Rented,Tier2,Platinum,22/12/2024,Approved
109025,44,193765,736,35459,4,0.47,6,Self-Employed,Married,High School,Family,Tier3,Platinum,20/02/2024,Rejected
109026,32,149143,346,42287,21,0.68,5,Self-Employed,Married,High School,Rented,Tier1,Silver,18/11/2025,Approved
109027,63,177320,716,35356,24,0.63,0,Self-Employed,Married,High School,Owned,Tier2,Platinum,07/02/2025,Approved
109028,43,43632,750,21137,19,0.5,4,Business,Divorced,Masters,Rented,Tier1,Silver,13/02/2025,Approved
109029,47,72547,373,17481,27,0.38,7,Self-Employed,Single,High School,Family,Tier2,Gold,04/07/2025,Approved
109030,57,37100,352,38522,20,0.26,7,Business,Single,Masters,Family,Tier2,Gold,21/01/2025,Approved
109031,26,72930,532,27923,10,0.28,0,Business,Divorced,High School,Family,Tier2,Gold,16/03/2024,Approved
109032,21,78025,499,39941,28,0.28,3,Self-Employed,Married,Masters,Owned,Tier1,Gold,09/06/2024,Approved
109033,26,103944,848,43057,4,0.65,7,Business,Married,Bachelors,Family,Tier2,Gold,31/05/2024,Rejected
109034,42,175441,396,48275,4,0.19,1,Self-Employed,Divorced,High School,Family,Tier3,Platinum,07/04/2025,Approved
109035,61,174532,348,30689,32,0.3,6,Business,Single,Bachelors,Owned,Tier3,Platinum,30/05/2024,Approved
109036,44,116641,821,9052,7,0.33,5,Business,Married,High School,Family,Tier1,Platinum,29/11/2025,Rejected
109037,45,121920,339,22402,5,0.32,2,Self-Employed,Married,Masters,Owned,Tier2,Silver,08/12/2024,Approved
109038,35,157533,452,48187,14,0.05,5,Business,Single,Bachelors,Family,Tier3,Platinum,30/08/2024,Approved
109039,46,67362,405,49088,14,0.23,4,Business,Married,Bachelors,Owned,Tier3,Silver,15/07/2025,Approved
109040,28,53610,510,6704,8,0.37,3,Self-Employed,Single,,Owned,Tier2,Platinum,21/02/2024,Approved
109041,44,129334,501,41679,4,0.54,1,Salaried,Single,High School,Family,Tier1,Gold,14/03/2024,Approved
109042,58,177067,732,30985,25,0.42,6,Self-Employed,Married,High School,Rented,Tier1,Silver,17/05/2025,Approved
109043,26,32717,446,30310,22,0.3,3,Salaried,Married,High School,Family,Tier1,Silver,01/11/2025,Approved
109044,55,89022,798,35045,15,0.48,7,Business,Single,Bachelors,Rented,Tier1,Platinum,06/05/2025,Rejected
109045,62,76645,581,44671,34,0.48,5,,Divorced,Masters,Family,Tier2,Platinum,24/11/2025,Rejected
109046,21,54550,609,47903,9,0.21,7,Self-Employed,Divorced,Bachelors,Family,Tier1,Silver,30/05/2025,Approved
109047,56,159648,350,12715,26,0.12,6,Business,Married,Bachelors,Rented,Tier2,Platinum,07/02/2025,Approved
109048,32,65868,794,22810,15,0.57,5,Salaried,Single,Masters,Owned,Tier2,Silver,13/03/2024,Approved
109049,58,123039,,41583,20,0.39,2,Self-Employed,,Masters,Rented,Tier2,Silver,14/06/2025,Rejected
109050,31,161800,572,1183,11,0.16,0,Salaried,Single,Bachelors,Rented,Tier1,Gold,25/05/2025,Rejected
109051,32,57800,757,42932,8,0.22,0,Self-Employed,Divorced,Bachelors,Owned,Tier1,Platinum,30/08/2024,Approved
109052,62,35886,419,28961,15,0.55,3,Business,Married,Masters,Family,Tier2,Gold,06/08/2024,Approved
109053,59,70805,345,36156,8,0.47,3,Self-Employed,Married,Bachelors,Rented,Tier2,Platinum,30/08/2025,Rejected
109054,27,57532,542,21706,28,0.66,6,Salaried,Divorced,,Rented,Tier2,Silver,29/10/2024,Approved
109055,31,137765,610,22316,22,0.35,4,Business,Single,Masters,Rented,Tier2,Silver,01/07/2025,Approved
